like1,like2,parlr_T,parlr_RRR,parlr_RH,parRRR_factor,paralb_ice,paralb_snow,paralb_firn,paralbedo_aging,paralbedo_depth,simulation_0,simulation_1,simulation_2,simulation_3,simulation_4,simulation_5,simulation_6,simulation_7,simulation_8,simulation_9,simulation_10,simulation_11,simulation_12,simulation_13,simulation_14,simulation_15,simulation_16,simulation_17,simulation_18,simulation_19,simulation_20,simulation_21,simulation_22,simulation_23,simulation_24,simulation_25,simulation_26,simulation_27,simulation_28,simulation_29,simulation_30,simulation_31,simulation_32,simulation_33,simulation_34,simulation_35,simulation_36,simulation_37,simulation_38,simulation_39,simulation_40,simulation_41,simulation_42,simulation_43,simulation_44,simulation_45,simulation_46,simulation_47,simulation_48,simulation_49,simulation_50,simulation_51,simulation_52,simulation_53,simulation_54,simulation_55,simulation_56,simulation_57,simulation_58,simulation_59,simulation_60,simulation_61,simulation_62,simulation_63,simulation_64,simulation_65,simulation_66,simulation_67,simulation_68,simulation_69,simulation_70,simulation_71,simulation_72,simulation_73,simulation_74,simulation_75,simulation_76,simulation_77,simulation_78,simulation_79,simulation_80,simulation_81,simulation_82,simulation_83,simulation_84,chain
-172.0,-109.06,-0.005215,0.0001467,0.062,1.295,0.2585,0.712,0.531,15.12,5.582,3752.0,3752.0,3838.0,4026.0,4064.0,4108.0,3752.0,3850.0,4048.0,4132.0,4136.0,4156.0,4216.0,3892.0,4216.0,4216.0,3752.0,3976.0,4120.0,4216.0,4216.0,3848.0,3946.0,4026.0,4216.0,4216.0,4216.0,4216.0,4216.0,3892.0,4066.0,4156.0,4216.0,4216.0,4216.0,4216.0,3752.0,3752.0,3918.0,4216.0,4216.0,4216.0,3980.0,4216.0,3752.0,3752.0,3918.0,4120.0,4176.0,4216.0,4216.0,4108.0,3828.0,3890.0,4026.0,4130.0,4150.0,4170.0,4216.0,3752.0,3752.0,3752.0,3752.0,3752.0,3816.0,4026.0,4156.0,4216.0,4216.0,3776.0,3776.0,3752.0,3752.0,3752.0,3792.0,4012.0,4094.0,4216.0,4216.0,4216.0,4216.0,4216.0,4026.0,3752.0,4096.0,1.0
-165.0,-106.8,-0.00555,0.0001307,0.03314,1.267,0.3274,0.873,0.4204,6.418,7.125,3752.0,3752.0,3880.0,4026.0,4056.0,4132.0,3752.0,3938.0,4052.0,4132.0,4148.0,4156.0,4212.0,3892.0,4216.0,4216.0,3780.0,3976.0,4072.0,4216.0,4216.0,3792.0,3850.0,3972.0,4216.0,4216.0,4096.0,4216.0,4216.0,3902.0,4056.0,4156.0,4216.0,4216.0,4216.0,4216.0,3752.0,3780.0,3988.0,4216.0,4216.0,4216.0,3946.0,4216.0,3752.0,3752.0,3946.0,4156.0,4170.0,4188.0,4216.0,4052.0,3892.0,3992.0,4132.0,4150.0,4156.0,4216.0,4216.0,3752.0,3752.0,3752.0,3752.0,3752.0,3816.0,4064.0,4212.0,4216.0,4216.0,3792.0,3752.0,3752.0,3752.0,3752.0,3838.0,4026.0,4172.0,4216.0,4216.0,4216.0,4216.0,4216.0,3850.0,3752.0,4088.0,1.0
-212.8,-178.9,-0.006058,0.00010574,0.01962,1.273,0.3962,0.8574,0.479,22.73,3.115,3752.0,3752.0,3752.0,3792.0,3816.0,3752.0,3752.0,3752.0,3752.0,3816.0,3880.0,3912.0,3946.0,3858.0,3946.0,3944.0,3752.0,3752.0,3752.0,3850.0,3946.0,3752.0,3752.0,3752.0,3776.0,3828.0,3764.0,3838.0,3838.0,3752.0,3764.0,3776.0,3838.0,3838.0,3848.0,3848.0,3752.0,3752.0,3752.0,3892.0,3918.0,3918.0,3780.0,3918.0,3752.0,3752.0,3752.0,3776.0,3816.0,3858.0,3912.0,3752.0,3752.0,3764.0,3880.0,3880.0,3918.0,3918.0,3918.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3890.0,3918.0,3918.0,3816.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3764.0,3912.0,3926.0,3928.0,3928.0,3928.0,3752.0,3752.0,3752.0,1.0
-273.8,-224.1,-0.005695,8.64e-06,0.06665,1.567,0.3015,0.886,0.6064,7.99,7.223,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,1.0
-168.1,-140.4,-0.00626,0.0001297,0.0586,1.439,0.3289,0.778,0.4712,19.58,4.086,3752.0,3752.0,3764.0,3816.0,3838.0,3806.0,3752.0,3752.0,3890.0,3952.0,3976.0,3992.0,3996.0,3776.0,4004.0,4004.0,3752.0,3764.0,3850.0,4004.0,4026.0,3752.0,3752.0,3764.0,3952.0,3996.0,3792.0,4026.0,4026.0,3752.0,3792.0,3918.0,3970.0,3992.0,3994.0,4026.0,3752.0,3752.0,3752.0,4026.0,4026.0,4026.0,3804.0,4026.0,3752.0,3752.0,3764.0,3850.0,3964.0,3970.0,4026.0,3752.0,3752.0,3830.0,3880.0,3932.0,4026.0,4026.0,4026.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3964.0,4026.0,4026.0,3816.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3902.0,4026.0,4026.0,4026.0,4032.0,4032.0,3752.0,3752.0,3762.0,1.0
-143.0,-108.6,-0.006115,0.0001195,0.04614,1.591,0.3337,0.8223,0.4392,8.164,3.67,3752.0,3752.0,3776.0,3892.0,3892.0,3780.0,3752.0,3764.0,3952.0,4026.0,4026.0,4056.0,4072.0,3752.0,4074.0,3954.0,3752.0,3792.0,3944.0,4074.0,4076.0,3752.0,3752.0,3828.0,4026.0,4076.0,3764.0,4082.0,4094.0,3764.0,3912.0,3976.0,4026.0,4074.0,4094.0,4094.0,3752.0,3752.0,3792.0,4094.0,4096.0,4096.0,3764.0,4094.0,3752.0,3752.0,3792.0,3944.0,4026.0,4064.0,4096.0,3752.0,3792.0,3858.0,3918.0,4058.0,4074.0,4096.0,4108.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3838.0,4052.0,4108.0,4108.0,3776.0,3752.0,3752.0,3752.0,3752.0,3752.0,3850.0,4026.0,4056.0,4120.0,4120.0,4120.0,4120.0,3752.0,3752.0,3762.0,1.0
-199.5,-172.2,-0.006783,0.0001509,0.004623,1.744,0.3848,0.755,0.642,11.32,7.047,3752.0,3752.0,3752.0,3792.0,3816.0,3816.0,3752.0,3752.0,3816.0,3850.0,3880.0,3892.0,3938.0,3752.0,3952.0,3952.0,3752.0,3752.0,3792.0,3918.0,3952.0,3752.0,3752.0,3792.0,3912.0,3952.0,3892.0,3952.0,3952.0,3752.0,3792.0,3850.0,3912.0,3938.0,3952.0,3952.0,3752.0,3752.0,3752.0,3912.0,3946.0,3952.0,3792.0,3952.0,3752.0,3752.0,3764.0,3838.0,3892.0,3946.0,3952.0,3780.0,3752.0,3752.0,3752.0,3792.0,3858.0,3880.0,3926.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3764.0,3892.0,3944.0,3946.0,3804.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3792.0,3868.0,3944.0,3952.0,3952.0,3952.0,3776.0,3752.0,3838.0,1.0
-157.5,-104.9,-0.006,0.0001434,0.0757,1.602,0.2646,0.668,0.5376,21.47,4.15,3752.0,3752.0,3780.0,3956.0,4026.0,4074.0,3752.0,3764.0,3988.0,4076.0,4096.0,4120.0,4156.0,3752.0,4170.0,4170.0,3752.0,3892.0,4058.0,4170.0,4170.0,3776.0,3892.0,3988.0,4156.0,4216.0,4026.0,4216.0,4216.0,3792.0,3992.0,4094.0,4132.0,4190.0,4216.0,4216.0,3752.0,3752.0,3792.0,4156.0,4216.0,4216.0,3816.0,4216.0,3752.0,3752.0,3850.0,4056.0,4100.0,4156.0,4216.0,3744.0,3752.0,3792.0,3892.0,4026.0,4088.0,4096.0,4156.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3928.0,4094.0,4170.0,4216.0,3776.0,3752.0,3752.0,3752.0,3752.0,3752.0,3892.0,4012.0,4096.0,4120.0,4216.0,4216.0,4216.0,3752.0,3752.0,3806.0,1.0
-273.8,-224.1,-0.005123,4.78e-05,0.05673,1.622,0.2654,0.8276,0.537,21.08,4.164,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,1.0
-195.4,-170.9,-0.006973,6.896e-05,0.05948,1.347,0.2812,0.8594,0.564,9.836,7.297,3752.0,3752.0,3752.0,3816.0,3828.0,3828.0,3752.0,3752.0,3804.0,3838.0,3892.0,3944.0,3976.0,3764.0,3976.0,3976.0,3752.0,3752.0,3792.0,3892.0,3976.0,3752.0,3752.0,3752.0,3868.0,3880.0,3918.0,3928.0,3956.0,3752.0,3792.0,3816.0,3938.0,3946.0,3970.0,3970.0,3752.0,3752.0,3752.0,3944.0,3970.0,3970.0,3916.0,3970.0,3752.0,3752.0,3752.0,3816.0,3838.0,3892.0,3970.0,3970.0,3752.0,3752.0,3868.0,3902.0,3946.0,3970.0,3976.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3912.0,3976.0,3976.0,3858.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3764.0,3976.0,3976.0,3976.0,3976.0,3976.0,3792.0,3752.0,3976.0,1.0
-192.8,-165.1,-0.0063,0.00011486,0.08075,1.709,0.266,0.762,0.4211,20.78,7.426,3752.0,3752.0,3752.0,3776.0,3776.0,3808.0,3752.0,3752.0,3808.0,3892.0,3938.0,3970.0,3978.0,3752.0,3980.0,3988.0,3752.0,3752.0,3764.0,3988.0,3988.0,3752.0,3752.0,3752.0,3868.0,3950.0,3988.0,3988.0,3988.0,3752.0,3764.0,3868.0,3892.0,3970.0,3976.0,3988.0,3752.0,3752.0,3752.0,3928.0,3988.0,3988.0,3792.0,3988.0,3752.0,3752.0,3752.0,3780.0,3892.0,3944.0,3988.0,3762.0,3752.0,3752.0,3858.0,3892.0,3944.0,3988.0,3988.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3880.0,3988.0,3988.0,3776.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3792.0,3988.0,3988.0,3988.0,3992.0,3992.0,3752.0,3752.0,3922.0,1.0
-155.2,-107.7,-0.005676,3.93e-06,0.03946,1.577,0.3933,0.7036,0.5024,5.387,3.844,3752.0,3752.0,3848.0,4052.0,4108.0,4088.0,3752.0,3752.0,3994.0,4170.0,4216.0,4216.0,4224.0,3752.0,4224.0,3984.0,3752.0,3816.0,4088.0,4224.0,4216.0,3752.0,3838.0,4026.0,4224.0,4224.0,3780.0,4224.0,4224.0,3764.0,4026.0,4170.0,4216.0,4224.0,4224.0,4224.0,3752.0,3752.0,3752.0,4224.0,4224.0,4224.0,3752.0,4108.0,3752.0,3752.0,3808.0,4096.0,4216.0,4224.0,4224.0,3752.0,3752.0,3850.0,3988.0,4100.0,4156.0,4216.0,4224.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3926.0,4170.0,4224.0,4224.0,3764.0,3752.0,3752.0,3752.0,3752.0,3752.0,3880.0,4072.0,4212.0,4224.0,4224.0,4224.0,4224.0,3752.0,3752.0,3762.0,1.0
-273.8,-224.1,-0.00596,0.000134,0.0812,1.584,0.2751,0.8315,0.5796,21.78,3.97,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,1.0
-168.8,-110.25,-0.00517,0.0001218,0.06088,1.346,0.3254,0.7686,0.5083,5.652,6.844,3752.0,3752.0,3850.0,4052.0,4100.0,4156.0,3752.0,3868.0,4032.0,4160.0,4216.0,4216.0,4216.0,3804.0,4216.0,4216.0,3764.0,3976.0,4130.0,4216.0,4216.0,3816.0,3928.0,4026.0,4216.0,4216.0,4108.0,4216.0,4220.0,3892.0,4094.0,4216.0,4216.0,4224.0,4224.0,4224.0,3752.0,3762.0,3952.0,4224.0,4224.0,4224.0,3816.0,4224.0,3752.0,3752.0,3944.0,4150.0,4204.0,4216.0,4224.0,4082.0,3816.0,3952.0,4096.0,4132.0,4170.0,4216.0,4224.0,3752.0,3752.0,3752.0,3752.0,3752.0,3792.0,4048.0,4216.0,4224.0,4224.0,3764.0,3752.0,3752.0,3752.0,3752.0,3792.0,4012.0,4156.0,4216.0,4224.0,4224.0,4224.0,4224.0,3780.0,3752.0,4108.0,1.0
-200.1,-169.1,-0.00624,5.156e-05,0.063,1.732,0.3445,0.8364,0.5063,6.37,4.832,3752.0,3752.0,3752.0,3764.0,3764.0,3762.0,3752.0,3752.0,3762.0,3890.0,3932.0,3944.0,3952.0,3752.0,3978.0,3808.0,3752.0,3752.0,3752.0,3890.0,3988.0,3752.0,3752.0,3752.0,3816.0,3902.0,3752.0,3988.0,3988.0,3752.0,3764.0,3858.0,3892.0,3964.0,3976.0,3978.0,3752.0,3752.0,3752.0,3892.0,3976.0,3988.0,3752.0,3988.0,3752.0,3752.0,3752.0,3764.0,3858.0,3932.0,3988.0,3752.0,3752.0,3752.0,3776.0,3848.0,3892.0,3938.0,3988.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3858.0,3988.0,3988.0,3776.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3838.0,3988.0,3988.0,3988.0,3988.0,3752.0,3752.0,3752.0,1.0
-158.5,-111.25,-0.005646,0.00010026,0.00948,1.738,0.3247,0.6567,0.596,13.336,7.523,3752.0,3752.0,3792.0,3958.0,3988.0,4058.0,3752.0,3792.0,3976.0,4066.0,4074.0,4096.0,4132.0,3752.0,4156.0,4156.0,3752.0,3880.0,4026.0,4156.0,4156.0,3816.0,3892.0,3976.0,4132.0,4156.0,4108.0,4156.0,4156.0,3808.0,3988.0,4058.0,4100.0,4156.0,4156.0,4156.0,3752.0,3752.0,3792.0,4108.0,4156.0,4156.0,3764.0,4156.0,3752.0,3752.0,3850.0,4026.0,4094.0,4148.0,4156.0,4010.0,3752.0,3792.0,3850.0,3964.0,4026.0,4058.0,4110.0,3752.0,3752.0,3752.0,3752.0,3752.0,3792.0,3892.0,4058.0,4156.0,4156.0,3752.0,3752.0,3752.0,3752.0,3752.0,3764.0,3850.0,3980.0,4052.0,4130.0,4156.0,4156.0,4156.0,3830.0,3752.0,4026.0,1.0
-162.6,-116.94,-0.005047,0.0001533,0.0903,1.302,0.3525,0.7905,0.528,8.04,7.824,3752.0,3752.0,3752.0,3868.0,3880.0,3978.0,3752.0,3752.0,3978.0,4026.0,4052.0,4072.0,4076.0,3892.0,4108.0,4108.0,3752.0,3816.0,3992.0,4108.0,4108.0,3752.0,3752.0,3752.0,4120.0,4130.0,4108.0,4132.0,4132.0,3752.0,3952.0,4032.0,4104.0,4132.0,4132.0,4136.0,3752.0,3752.0,3752.0,4136.0,4136.0,4136.0,3830.0,4136.0,3752.0,3752.0,3776.0,3992.0,4100.0,4136.0,4136.0,3744.0,3752.0,3816.0,3926.0,4096.0,4124.0,4132.0,4136.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,4066.0,4136.0,4156.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3892.0,4010.0,4156.0,4156.0,4156.0,4156.0,4156.0,3762.0,3752.0,4042.0,1.0
-273.8,-224.1,-0.00591,9.954e-05,0.0926,1.552,0.2104,0.8467,0.582,9.19,3.684,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,1.0
-266.5,-219.8,-0.00629,0.0001479,0.0295,1.597,0.3533,0.8247,0.644,17.66,6.516,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3780.0,3752.0,3792.0,3792.0,3752.0,3752.0,3752.0,3752.0,3776.0,3752.0,3752.0,3752.0,3752.0,3764.0,3776.0,3776.0,3776.0,3752.0,3752.0,3752.0,3764.0,3764.0,3776.0,3776.0,3752.0,3752.0,3752.0,3776.0,3776.0,3776.0,3776.0,3776.0,3752.0,3752.0,3752.0,3752.0,3764.0,3764.0,3776.0,3762.0,3752.0,3752.0,3752.0,3752.0,3752.0,3776.0,3776.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3776.0,3776.0,3776.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3776.0,3776.0,3776.0,3776.0,3752.0,3752.0,3762.0,1.0
-165.1,-124.7,-0.006912,4.137e-05,0.03778,1.708,0.2208,0.6963,0.4734,19.0,7.88,3752.0,3752.0,3776.0,3912.0,3972.0,4026.0,3752.0,3752.0,3958.0,4026.0,4056.0,4074.0,4094.0,3752.0,4108.0,4108.0,3752.0,3792.0,3976.0,4108.0,4130.0,3764.0,3808.0,3902.0,4096.0,4130.0,4130.0,4130.0,4130.0,3792.0,3928.0,3988.0,4066.0,4100.0,4130.0,4132.0,3752.0,3752.0,3752.0,4094.0,4132.0,4132.0,3808.0,4132.0,3752.0,3752.0,3804.0,3980.0,4026.0,4104.0,4132.0,4108.0,3752.0,3830.0,3892.0,3952.0,3988.0,4074.0,4120.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3816.0,4052.0,4132.0,4132.0,3816.0,3762.0,3752.0,3752.0,3752.0,3752.0,3792.0,3988.0,4034.0,4132.0,4132.0,4132.0,4132.0,3942.0,3752.0,4064.0,1.0
-246.5,-205.9,-0.005398,1.86e-05,0.0062,1.603,0.2725,0.79,0.53,17.0,4.727,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3764.0,3792.0,3838.0,3880.0,3752.0,3892.0,3892.0,3752.0,3752.0,3752.0,3780.0,3830.0,3752.0,3752.0,3752.0,3764.0,3780.0,3762.0,3816.0,3816.0,3752.0,3752.0,3752.0,3780.0,3816.0,3830.0,3830.0,3752.0,3752.0,3752.0,3816.0,3830.0,3830.0,3752.0,3830.0,3752.0,3752.0,3752.0,3752.0,3752.0,3780.0,3830.0,3752.0,3752.0,3752.0,3752.0,3804.0,3804.0,3830.0,3838.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3764.0,3838.0,3838.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3764.0,3838.0,3838.0,3848.0,3848.0,3752.0,3752.0,3752.0,1.0
-216.8,-184.5,-0.005844,8.41e-05,0.00409,1.734,0.2445,0.802,0.5015,15.65,5.688,3752.0,3752.0,3752.0,3752.0,3752.0,3776.0,3752.0,3752.0,3764.0,3850.0,3858.0,3892.0,3926.0,3752.0,3932.0,3932.0,3752.0,3752.0,3752.0,3838.0,3932.0,3752.0,3752.0,3752.0,3804.0,3830.0,3792.0,3892.0,3932.0,3752.0,3752.0,3792.0,3868.0,3868.0,3912.0,3932.0,3752.0,3752.0,3752.0,3880.0,3892.0,3932.0,3764.0,3932.0,3752.0,3752.0,3752.0,3752.0,3808.0,3868.0,3932.0,3752.0,3752.0,3752.0,3792.0,3830.0,3868.0,3892.0,3932.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3838.0,3932.0,3932.0,3764.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3858.0,3932.0,3932.0,3932.0,3932.0,3752.0,3752.0,3762.0,1.0
-176.6,-151.0,-0.006752,6.69e-05,0.04636,1.404,0.1871,0.8623,0.4153,13.86,6.05,3752.0,3752.0,3780.0,3816.0,3830.0,3902.0,3752.0,3752.0,3902.0,3970.0,3970.0,3992.0,4012.0,3752.0,4012.0,4012.0,3752.0,3764.0,3776.0,4012.0,4012.0,3752.0,3752.0,3752.0,3868.0,3946.0,4012.0,4012.0,4010.0,3764.0,3804.0,3932.0,3944.0,3992.0,4010.0,4012.0,3752.0,3752.0,3752.0,3988.0,4010.0,4010.0,3902.0,4010.0,3752.0,3752.0,3752.0,3816.0,3944.0,3976.0,4010.0,3976.0,3752.0,3892.0,3902.0,3952.0,4010.0,4010.0,4010.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3976.0,4010.0,4026.0,3838.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3996.0,4026.0,4026.0,4026.0,4026.0,4026.0,3776.0,3752.0,3976.0,1.0
-249.6,-206.2,-0.005768,3.463e-05,0.0475,1.722,0.391,0.7944,0.4104,22.94,5.668,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3808.0,3850.0,3902.0,3752.0,3912.0,3808.0,3752.0,3752.0,3752.0,3752.0,3830.0,3752.0,3752.0,3752.0,3752.0,3776.0,3752.0,3792.0,3792.0,3752.0,3752.0,3752.0,3752.0,3792.0,3792.0,3792.0,3752.0,3752.0,3752.0,3792.0,3804.0,3816.0,3752.0,3816.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3816.0,3752.0,3752.0,3752.0,3752.0,3816.0,3816.0,3830.0,3830.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3764.0,3830.0,3830.0,3764.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3764.0,3838.0,3848.0,3850.0,3850.0,3752.0,3752.0,3752.0,1.0
-189.1,-132.2,-0.005596,5.245e-05,0.09686,1.608,0.1957,0.679,0.4553,11.93,6.727,3752.0,3752.0,3752.0,4026.0,4108.0,4170.0,3752.0,3752.0,3988.0,4170.0,4212.0,4216.0,4220.0,3752.0,4224.0,4224.0,3752.0,3808.0,4108.0,4224.0,4224.0,3752.0,3752.0,3772.0,4224.0,4224.0,4212.0,4224.0,4224.0,3752.0,4026.0,4170.0,4216.0,4224.0,4224.0,4224.0,3752.0,3752.0,3752.0,4224.0,4224.0,4224.0,3764.0,4224.0,3752.0,3752.0,3752.0,4094.0,4216.0,4224.0,4224.0,3718.0,3752.0,3804.0,3978.0,4110.0,4156.0,4216.0,4224.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,4170.0,4224.0,4224.0,3764.0,3752.0,3752.0,3752.0,3752.0,3752.0,3762.0,4072.0,4216.0,4224.0,4224.0,4224.0,4224.0,3744.0,3752.0,4094.0,1.0
-161.4,-104.2,-0.006382,7.945e-05,0.007797,1.36,0.1936,0.7437,0.467,15.08,5.336,3752.0,3752.0,3850.0,3988.0,4026.0,4076.0,3752.0,3830.0,4026.0,4094.0,4096.0,4120.0,4156.0,3764.0,4156.0,4156.0,3764.0,3912.0,4072.0,4156.0,4160.0,3816.0,3892.0,3988.0,4156.0,4160.0,4160.0,4176.0,4190.0,3850.0,3996.0,4094.0,4148.0,4190.0,4190.0,4190.0,3752.0,3752.0,3892.0,4204.0,4204.0,4212.0,3978.0,4212.0,3752.0,3752.0,3892.0,4072.0,4130.0,4156.0,4212.0,4096.0,3880.0,3918.0,4026.0,4132.0,4140.0,4150.0,4188.0,3752.0,3752.0,3752.0,3752.0,3752.0,3816.0,3988.0,4110.0,4216.0,4216.0,3816.0,3780.0,3752.0,3752.0,3752.0,3792.0,3988.0,4052.0,4216.0,4216.0,4216.0,4216.0,4216.0,4026.0,3752.0,4108.0,1.0
-158.4,-119.25,-0.00542,4.387e-05,0.0521,1.392,0.302,0.751,0.4036,20.19,4.48,3752.0,3752.0,3752.0,3858.0,3858.0,3892.0,3752.0,3752.0,3912.0,3992.0,4026.0,4052.0,4072.0,3752.0,4076.0,4076.0,3752.0,3752.0,3880.0,4076.0,4088.0,3752.0,3752.0,3764.0,4064.0,4088.0,3792.0,4088.0,4096.0,3752.0,3858.0,3952.0,4026.0,4088.0,4096.0,4096.0,3752.0,3752.0,3752.0,4100.0,4108.0,4108.0,3764.0,4108.0,3752.0,3752.0,3752.0,3918.0,4026.0,4076.0,4108.0,3762.0,3752.0,3816.0,3880.0,4072.0,4096.0,4120.0,4130.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,4048.0,4132.0,4132.0,3764.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,4012.0,4064.0,4132.0,4136.0,4136.0,4136.0,3752.0,3752.0,3762.0,1.0
